577996,0
577533,0
578828,0
577462,0
585458,0
572269,0
585216,0
577045,0
586119,0
587245,0
585767,0
585075,0
592592,0
581482,0
574086,0
595069,0
583740,0
585956,0
591371,0
580591,0
578832,0
591623,0
574623,0
587154,0
573156,0
587951,0
585468,0
571324,0
577677,0
592156,0
593809,0
576673,0
584324,0
584700,0
588481,0
582875,0
585751,0
584887,0
584893,0
575089,0
577481,0
594981,0
594983,0
587392,0
589699,0
570399,0
584695,0
581801,0
579446,0
586180,0
570381,0
575016,0
591510,0
586165,0
570781,0
590410,0
584489,0
571542,0
588795,0
583291,0
588470,0
588167,0
592909,0
580834,0
584368,0
573910,0
574145,0
581127,0
587295,0
582330,0
572055,0
577539,0
594085,0
581340,0
578793,0
576033,0
578799,0
581474,0
579635,0
573718,0
587367,0
589481,0
589456,0
577361,0
578466,0
573328,0
583288,0
580584,0
589001,0
588162,0
582766,0
581913,0
590601,0
586453,0
577014,0
585600,0
576683,0
593632,0
574975,0
587374,0
580896,0
580423,0
570803,0
577512,0
592904,0
577776,0
577906,0
574814,0
571575,0
577716,0
574443,0
584683,0
571035,0
576924,0
571573,0
580393,0
571556,0
572522,0
573323,0
570725,0
580406,0
585754,0
576169,0
573560,0
586112,0
594876,0
584751,0
582729,0
577859,0
577255,0
594977,0
594515,0
577137,0
571647,0
582155,0
580504,0
580819,0
580017,0
583773,0
584339,0
574077,0
591217,0
570838,0
590585,0
571184,0
589400,0
578803,0
571456,0
593214,0
571554,0
591610,0
590705,0
581906,0
594741,0
575966,0
584531,0
594343,0
572511,0
591512,0
579463,0
581311,0
581107,0
586440,0
594739,0
591608,0
588370,0
572815,0
576884,0
593213,0
591218,0
589988,0
578801,0
585594,0
586698,0
575975,0
574255,0
581325,0
576418,0
582609,0
589032,0
585234,0
577131,0
588492,0
573265,0
582328,0
575117,0
576481,0
573781,0
583113,0
572693,0
575964,0
582167,0
582340,0
575661,0
579649,0
594023,0
582334,0
592129,0
587375,0
586856,0
574509,0
576878,0
577513,0
577969,0
573995,0
570726,0
587640,0
573528,0
577501,0
589218,0
589399,0
577359,0
589035,0
572692,0
582329,0
577994,0
584897,0
589714,0
580010,0
577967,0
571642,0
582463,0
578177,0
571428,0
572823,0
591219,0
583684,0
588576,0
577363,0
572913,0
581110,0
582343,0
591611,0
577018,0
570769,0
584160,0
580574,0
584625,0
585238,0
575399,0
573322,0
590830,0
582918,0
579658,0
579655,0
584696,0
586243,0
573554,0
572824,0
578964,0
591604,0
581899,0
585601,0
575452,0
594090,0
583990,0
593437,0
587630,0
575618,0
583523,0
593433,0
585221,0
579135,0
570538,0
577021,0
588143,0
585070,0
571635,0
570713,0
589966,0
592177,0
577009,0
587014,0
585215,0
579309,0
576985,0
587937,0
585059,0
575974,0
582228,0
591614,0
586111,0
577966,0
576579,0
587020,0
583299,0
571169,0
576570,0
571918,0
578800,0
573729,0
577610,0
593206,0
581817,0
590461,0
580924,0
579623,0
591587,0
594013,0
586519,0
590444,0
586245,0
589412,0
584307,0
591605,0
577004,0
573994,0
579465,0
570523,0
590450,0
578452,0
585050,0
593915,0
592181,0
594238,0
587148,0
572054,0
584147,0
579033,0
571543,0
576831,0
575024,0
571323,0
581473,0
571823,0
582464,0
585917,0
590816,0
587726,0
573736,0
593208,0
577775,0
585913,0
587248,0
573992,0
590044,0
592805,0
580730,0
577128,0
592386,0
582637,0
586520,0
579907,0
571574,0
582845,0
582134,0
593934,0
573106,0
580592,0
572232,0
594608,0
578609,0
580174,0
591023,0
582929,0
582574,0
592554,0
587948,0
570724,0
575969,0
587389,0
586406,0
577362,0
593781,0
575225,0
573904,0
575660,0
587930,0
583109,0
583845,0
577978,0
585060,0
587376,0
586703,0
582741,0
578048,0
589044,0
585235,0
591692,0
579128,0
579756,0
578051,0
576172,0
576989,0
590827,0
578114,0
585548,0
577020,0
577180,0
586468,0
594016,0
575676,0
585615,0
583080,0
578066,0
582686,0
576396,0
583685,0
590580,0
580911,0
582723,0
582654,0
590829,0
573713,0
584492,0
570649,0
575562,0
582337,0
570777,0
582748,0
581739,0
591622,0
591530,0
587275,0
581669,0
592399,0
574246,0
575442,0
594547,0
575419,0
579605,0
578919,0
578790,0
584506,0
573234,0
587271,0
590459,0
574249,0
588783,0
572278,0
594646,0
590775,0
584485,0
576480,0
586378,0
587751,0
571170,0
595023,0
583167,0
586126,0
572050,0
584309,0
587749,0
584884,0
573719,0
583504,0
571489,0
579316,0
582734,0
590245,0
578168,0
585244,0
573256,0
575685,0
571579,0
590353,0
584383,0
594010,0
593992,0
592401,0
591528,0
583097,0
584708,0
571176,0
578029,0
578462,0
594006,0
585340,0
582935,0
591355,0
594439,0
587016,0
588740,0
574005,0
593007,0
592170,0
590590,0
584615,0
579299,0
593801,0
590995,0
585453,0
579746,0
587452,0
586452,0
576381,0
592165,0
579438,0
580579,0
574244,0
581659,0
576874,0
581830,0
571034,0
586439,0
588347,0
575376,0
573544,0
575201,0
591602,0
576269,0
570690,0
572059,0
585690,0
588479,0
581987,0
592817,0
570550,0
590446,0
574631,0
594945,0
